Domain,Query,Clicks,Impressions,CTR,Position,StartDate,EndDate
sariyerdrkcnay.shop,sarıyer escırt,0,3,0.00%,36.67,2026-05-27,2026-06-10
sariyerdrkcnay.shop,zekeriyaköy escort,0,3,0.00%,22.33,2026-05-27,2026-06-10
escortvip.net,escortvip,15,44,34.09%,2.02,2026-05-27,2026-06-10
escortvip.net,etimesgut escort,13,3484,0.37%,25.68,2026-05-27,2026-06-10
escortvip.net,gayrettepe escort,13,79,16.46%,6.42,2026-05-27,2026-06-10
escortvip.net,balat eskort,9,22,40.91%,7.09,2026-05-27,2026-06-10
escortvip.net,balat escort,8,55,14.55%,6.71,2026-05-27,2026-06-10
escortvip.net,batışehir escort,6,11,54.55%,1.18,2026-05-27,2026-06-10
escortvip.net,etimesgut eskort,5,9,55.56%,23.44,2026-05-27,2026-06-10
escortvip.net,batışehir eskort,4,7,57.14%,1.00,2026-05-27,2026-06-10
escortvip.net,kocamustafapaşa escort,4,11,36.36%,6.55,2026-05-27,2026-06-10
escortvip.net,bursa demirtaş escort,3,15,20.00%,6.67,2026-05-27,2026-06-10
escortvip.net,haliç escort,3,5,60.00%,2.80,2026-05-27,2026-06-10
escortvip.net,behçelievler vip escort,2,60,3.33%,6.23,2026-05-27,2026-06-10
escortvip.net,escort batışehir,2,3,66.67%,1.00,2026-05-27,2026-06-10
escortvip.net,eyüpsultan escort,2,225,0.89%,15.67,2026-05-27,2026-06-10
escortvip.net,gayrettepe eskort,2,12,16.67%,5.92,2026-05-27,2026-06-10
escortvip.net,istanbul bayan partner,2,2,100.00%,49.00,2026-05-27,2026-06-10
escortvip.net,vip elit escort,2,10,20.00%,7.10,2026-05-27,2026-06-10
escortvip.net,ankara etimesgut escort bayan,1,1,100.00%,13.00,2026-05-27,2026-06-10
escortvip.net,ankara gölbaşı escort,1,9,11.11%,9.33,2026-05-27,2026-06-10
escortvip.net,bursa demirtaş eskort,1,7,14.29%,6.14,2026-05-27,2026-06-10
escortvip.net,demirtaş escort,1,22,4.55%,8.41,2026-05-27,2026-06-10
escortvip.net,diyarbakır vip escort,1,1,100.00%,13.00,2026-05-27,2026-06-10
escortvip.net,escort etimesgut,1,1,100.00%,21.00,2026-05-27,2026-06-10
escortvip.net,escort istanbul sınırsız,1,6,16.67%,2.83,2026-05-27,2026-06-10
escortvip.net,escortrus,1,1,100.00%,8.00,2026-05-27,2026-06-10
escortvip.net,etimesgut e***** bayan,1,1,100.00%,39.00,2026-05-27,2026-06-10
escortvip.net,etimesgut escort bayan,1,1,100.00%,31.00,2026-05-27,2026-06-10
escortvip.net,etimesgut escort fotoğraflar,1,7,14.29%,7.71,2026-05-27,2026-06-10
escortvip.net,etimesgut escort kızlar,1,1,100.00%,16.00,2026-05-27,2026-06-10
escortvip.net,etimesgut eskort bayan,1,1,100.00%,12.00,2026-05-27,2026-06-10
escortvip.net,eve gelen escort istanbul,1,2,50.00%,11.50,2026-05-27,2026-06-10
escortvip.net,eyüp eskort,1,1,100.00%,36.00,2026-05-27,2026-06-10
escortvip.net,gizli escort,1,2,50.00%,22.00,2026-05-27,2026-06-10
escortvip.net,istanbul escort ajansı,1,1,100.00%,25.00,2026-05-27,2026-06-10
escortvip.net,istanbul escort gecelik,1,1,100.00%,9.00,2026-05-27,2026-06-10
escortvip.net,istanbul escort gerçek,1,1,100.00%,27.00,2026-05-27,2026-06-10
escortvip.net,istanbul gecelik eskort,1,4,25.00%,10.00,2026-05-27,2026-06-10
escortvip.net,istanbul sınırsız escort,1,5,20.00%,12.20,2026-05-27,2026-06-10
escortvip.net,istanbul üniversiteli escort,1,5,20.00%,8.60,2026-05-27,2026-06-10
escortvip.net,kartal rus escort,1,1,100.00%,5.00,2026-05-27,2026-06-10
escortvip.net,kocamustafapaşa eskort,1,8,12.50%,6.50,2026-05-27,2026-06-10
escortvip.net,kuruçeşme escort,1,2,50.00%,15.50,2026-05-27,2026-06-10
escortvip.net,rize escort telegram,1,1,100.00%,20.00,2026-05-27,2026-06-10
escortvip.net,yeşilpınar escort,1,1,100.00%,20.00,2026-05-27,2026-06-10
escortvip.net,zorlu center escort,1,5,20.00%,8.20,2026-05-27,2026-06-10
escortvip.net,şahintepe eskort,1,1,100.00%,2.00,2026-05-27,2026-06-10
escortvip.net,adatepe escort,0,1,0.00%,4.00,2026-05-27,2026-06-10
escortvip.net,adatepe eskort,0,1,0.00%,15.00,2026-05-27,2026-06-10
escortvip.net,altunizade escort,0,1,0.00%,17.00,2026-05-27,2026-06-10
escortvip.net,altındağ escort,0,854,0.00%,41.54,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar escort,11,27082,0.04%,35.74,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar eskort,5,16,31.25%,50.13,2026-05-27,2026-06-10
bagcilarescort.shop,bagcılar escort,3,7,42.86%,35.86,2026-05-27,2026-06-10
bagcilarescort.shop,bagcılar eskort,1,4,25.00%,33.00,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar escort fotoğraflar,1,1,100.00%,41.00,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılarescort,1,2,50.00%,37.50,2026-05-27,2026-06-10
bagcilarescort.shop,escort bayan bağcılar,1,5,20.00%,53.20,2026-05-27,2026-06-10
bagcilarescort.shop,eskort bağcılar,1,2,50.00%,61.00,2026-05-27,2026-06-10
bagcilarescort.shop,istanbul bağcılar escort,1,3,33.33%,43.67,2026-05-27,2026-06-10
bagcilarescort.shop,istanbul eskort bağcılar,1,1,100.00%,57.00,2026-05-27,2026-06-10
bagcilarescort.shop,bagcilar escort,0,326,0.00%,39.33,2026-05-27,2026-06-10
bagcilarescort.shop,bagcilar escort bayan,0,30,0.00%,36.77,2026-05-27,2026-06-10
bagcilarescort.shop,bagcilarr escort,0,10,0.00%,29.70,2026-05-27,2026-06-10
bagcilarescort.shop,bağcilar escort,0,2,0.00%,39.00,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar bayan escort,0,1,0.00%,31.00,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar escort bayan,0,1317,0.00%,37.21,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar escort vip,0,1,0.00%,43.00,2026-05-27,2026-06-10
bagcilarescort.shop,bağcılar escırt,0,1,0.00%,44.00,2026-05-27,2026-06-10
bagcilarescort.shop,bağxılar escort,0,2,0.00%,26.00,2026-05-27,2026-06-10
bagcilarescort.shop,escort bağcılar,0,21,0.00%,45.14,2026-05-27,2026-06-10
telegramifsaizle.shop,bakırköy escort telegram,0,1,0.00%,40.00,2026-05-27,2026-06-10
telegramifsaizle.shop,esenler escort telegram,0,1,0.00%,10.00,2026-05-27,2026-06-10
telegramifsaizle.shop,telegram istanbul ifşa,0,1,0.00%,98.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,istanbul eskord,5,13,38.46%,1.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,beylikdüzü vip escort,2,4,50.00%,1.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,beylikdüzü elit escort,1,1,100.00%,2.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,beylikdüzü vip eskort,1,1,100.00%,2.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,beylikdüzü'nde escort,1,1,100.00%,5.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,vip escort beylikdüzü,1,3,33.33%,1.00,2026-05-27,2026-06-10
sites.google.com/dorukcanay.digital/beylikduzu-vip-escort,maltepe eskord,0,1,0.00%,4.00,2026-05-27,2026-06-10
santajci-tespit.site,gültepe escort,0,4,0.00%,24.25,2026-05-27,2026-06-10
santajci-tespit.site,kağıthane escort,0,2,0.00%,49.50,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit escort,4,61748,0.01%,37.45,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit escort bayan,1,1,100.00%,35.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit escortlar,1,1,100.00%,69.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit eskort,1,2,50.00%,28.50,2026-05-27,2026-06-10
izmitescorthizmeti.shop,elit vip escort,0,1,0.00%,9.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,escord izmit,0,1,0.00%,39.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,eskort izmit,0,1,0.00%,36.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,eskortizmit,0,1,0.00%,62.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit esc,0,2,0.00%,50.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit escort alev,0,1,0.00%,47.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit escort kapali,0,1,0.00%,20.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit escort kent konut,0,1,0.00%,35.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit orospu,0,1,0.00%,27.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit rus escort,0,10,0.00%,27.40,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit vip escort,0,3,0.00%,23.67,2026-05-27,2026-06-10
izmitescorthizmeti.shop,izmit vip eskort,0,1,0.00%,39.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,i̇zmit escort,0,1,0.00%,22.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,kocaeli izmit escort,0,2,0.00%,48.50,2026-05-27,2026-06-10
izmitescorthizmeti.shop,ucuz escort izmit,0,1,0.00%,30.00,2026-05-27,2026-06-10
izmitescorthizmeti.shop,çekmeköy escort bayan,0,1,0.00%,41.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,beyoğlu escort,2,5958,0.03%,40.49,2026-05-27,2026-06-10
taksimescorthizmeti.shop,maltepe escort fotoğraflar,2,2,100.00%,35.50,2026-05-27,2026-06-10
taksimescorthizmeti.shop,beyoglu escort,1,189,0.53%,22.65,2026-05-27,2026-06-10
taksimescorthizmeti.shop,beyoğlu escort bayanlar,1,1,100.00%,35.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,beyoğlu eskort,1,4,25.00%,30.50,2026-05-27,2026-06-10
taksimescorthizmeti.shop,esenyurt vip escort,1,1,100.00%,47.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,taksim eskort,1,1,100.00%,42.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,adalar escort,0,47,0.00%,49.83,2026-05-27,2026-06-10
taksimescorthizmeti.shop,beyoglu eskort,0,1,0.00%,10.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,escort beyoglu,0,1,0.00%,22.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,escort beyoğlu,0,1,0.00%,27.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,escort dilan,0,1,0.00%,35.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,escort eyüpsultan,0,4,0.00%,30.50,2026-05-27,2026-06-10
taksimescorthizmeti.shop,escort maltepe,0,39,0.00%,41.05,2026-05-27,2026-06-10
taksimescorthizmeti.shop,eskort maltepe,0,1,0.00%,46.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,eyüpsultan escort,0,8,0.00%,31.38,2026-05-27,2026-06-10
taksimescorthizmeti.shop,istanbul bireysel eskort,0,1,0.00%,40.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,istanbul maltepe escort,0,1,0.00%,26.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,maltepe escort,0,1,0.00%,27.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,maltepe sınırsız escort,0,1,0.00%,23.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,maltepe vip escort,0,2,0.00%,37.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,okmeydanı escort,0,1,0.00%,22.00,2026-05-27,2026-06-10
taksimescorthizmeti.shop,taksim escort,0,15,0.00%,48.33,2026-05-27,2026-06-10
taksimescorthizmeti.shop,taksim escort bayan,0,2,0.00%,34.50,2026-05-27,2026-06-10
taksimescorthizmeti.shop,üsküdar escort,0,18,0.00%,57.72,2026-05-27,2026-06-10
taksimescorthizmeti.shop,üsküdar escort bayan,0,2,0.00%,33.50,2026-05-27,2026-06-10
bucaescorthizmeti.shop,buca escort,1,8,12.50%,38.75,2026-05-27,2026-06-10
bucaescorthizmeti.shop,buca escort bayan,1,1,100.00%,7.00,2026-05-27,2026-06-10
bucaescorthizmeti.shop,buca escort bayan fotoğraflar,0,5,0.00%,7.80,2026-05-27,2026-06-10
bucaescorthizmeti.shop,buca eskort,0,18,0.00%,34.17,2026-05-27,2026-06-10
bucaescorthizmeti.shop,buca rus escort,0,1,0.00%,17.00,2026-05-27,2026-06-10
bucaescorthizmeti.shop,buca vip escort,0,2,0.00%,34.50,2026-05-27,2026-06-10
bucaescorthizmeti.shop,büyükçekmece escort,0,1,0.00%,45.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul eskort bayan,2,2,100.00%,71.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,elit eskort istanbul,1,1,100.00%,4.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,florya eskort,1,2,50.00%,15.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul bireysel eskort,1,1,100.00%,48.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul escort rus,1,1,100.00%,3.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul gerçek escort,1,1,100.00%,8.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul rus escort,1,2,50.00%,4.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul rus eskort,1,1,100.00%,3.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,küçükçekmece vip escort,1,2,50.00%,8.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,vip rus escort istanbul,1,2,50.00%,4.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,ataşehir escort,0,16,0.00%,38.94,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,bahçelievler escort,0,13,0.00%,29.69,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,bakırköy anal escort,0,1,0.00%,14.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,bakırköy escort,0,51,0.00%,39.76,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,bakırköy rus escort,0,1,0.00%,36.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,bayrampaşa escort bayan,0,1,0.00%,32.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,bayrampaşa rus escort,0,1,0.00%,28.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,beyoglu escort,0,1,0.00%,14.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,büyükçekmece escort,0,33,0.00%,39.30,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,büyükçekmece escort bayan,0,1,0.00%,32.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,escort kağıthane,0,3,0.00%,34.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,escort küçükçekmece,0,2,0.00%,38.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,escort sultangazi,0,2,0.00%,37.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,esenler escort,0,10,0.00%,41.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,eyüpsultan escort,0,1,0.00%,23.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,eyüpsultan escort bayan,0,2,0.00%,22.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,florya escort,0,1,0.00%,10.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,gaziosmanpaşa escort bayan,0,3,0.00%,28.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,genc eskort,0,1,0.00%,54.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,gungoren escort bayan,0,4,0.00%,33.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,güngören escort,0,1,0.00%,25.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul elit escort,0,4,0.00%,51.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul elit eskort,0,1,0.00%,78.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul escort,0,1,0.00%,82.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul escort bayan fotoğraflar,0,1,0.00%,59.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,istanbul vip escort,0,3,0.00%,62.33,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,kadıköy escort,0,2,0.00%,41.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,kadıköy escort kızlar,0,6,0.00%,15.50,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,küçükçekmece escort bayan,0,1,0.00%,45.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,rus escort kızlar,0,1,0.00%,4.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,sultangazi escort,0,70,0.00%,39.56,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,sultangazi escort bayan,0,7,0.00%,38.43,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,sultangazide escort,0,1,0.00%,28.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,sultangaziescort,0,1,0.00%,32.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,çekmeköy escort,0,10,0.00%,40.80,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,çekmeköy escort bayan,0,1,0.00%,21.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,ümraniye escort vip,0,1,0.00%,13.00,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,üsküdar escort,0,82,0.00%,45.12,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,üsküdar escort bayan,0,47,0.00%,19.47,2026-05-27,2026-06-10
istanbulescortkaporasiz.shop,üsküdar escort kızlar,0,16,0.00%,13.38,2026-05-27,2026-06-10
sisliescort.shop,şişli escort,0,1,0.00%,97.00,2026-05-27,2026-06-10
tiktokhilesi.sbs,bakırköy escort telegram,0,1,0.00%,35.00,2026-05-27,2026-06-10
tiktokhilesi.sbs,ifşaizle sbs,0,2,0.00%,45.00,2026-05-27,2026-06-10
tiktokhilesi.sbs,tiktok escort,0,1,0.00%,9.00,2026-05-27,2026-06-10
